"pid","hid","age","sex","n.samples","wave","reporting.day","typical.day","n.contact.total","n.locations","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+","n.contact.touch","n.contact.0-4.touch","n.contact.5-19.touch","n.contact.20-39.touch","n.contact.40-64.touch","n.contact.65+.touch","n.contact.home","n.contact.school","n.contact.work","n.contact.other"
848,601,50,"F",4,"R2","Thursday","yes",107,2,"1",0,103,4,0,0,50,0,50,0,0,0,3,0,104,0
742,515,46,"F",2,"R2","Thursday","no",15,4,"3",6,6,4,11,6,4,1,0,3,0,0,7,0,5,3
744,517,27,"F",3,"R2","Thursday","no",2,2,"1",0,0,2,0,0,1,0,0,1,0,0,0,0,0,2
1313,521,22,"F",2,"R2","Thursday","yes",31,2,"1",0,0,30,31,0,1,0,0,0,1,0,1,0,30,0
751,522,66,"F",3,"R2","Thursday","yes",2,2,"1",0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
1314,522,68,"M",3,"R2","Thursday","yes",6,1,"0",0,5,0,0,1,0,0,0,0,0,0,6,0,0,0
752,523,37,"M",4,"R2","Thursday","yes",12,3,"2",1,3,7,1,0,5,1,3,1,0,0,5,0,6,1
852,605,26,"F",2,"R2","Thursday","yes",5,2,"1",0,0,4,1,0,2,0,0,1,1,0,2,0,3,0
863,606,51,"F",2,"R2","Thursday","yes",7,4,"3",0,0,0,7,0,7,0,0,0,7,0,1,0,0,6
1315,753,60,"M",3,"R2","Thursday","yes",5,1,"0",0,2,2,1,0,3,0,2,0,1,0,0,0,0,5
1316,836,57,"F",2,"R2","Monday","yes",14,4,"3",0,7,2,6,1,6,0,4,0,1,1,1,0,10,3
163,123,19,"M",4,"R3","Wednesday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
166,123,51,"M",4,"R3","Wednesday","no",11,5,"4",0,1,4,4,2,5,0,0,2,1,2,7,0,4,2
183,135,61,"F",4,"R3","Wednesday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,140,52,"F",4,"R3","Wednesday","no",22,11,"6+",0,0,8,10,4,7,0,0,3,1,3,1,0,0,22
194,140,53,"M",4,"R3","Wednesday","yes",5,2,"1",0,0,4,5,0,1,0,0,0,1,0,1,0,4,0
804,561,50,"F",4,"R3","Wednesday","yes",14,3,"2",0,1,0,13,10,10,0,0,0,7,3,2,0,0,12
805,561,54,"M",3,"R3","Wednesday","no",19,2,"1",0,0,0,19,0,7,0,0,0,7,0,1,0,0,18
309,205,60,"F",3,"R3","Wednesday","no",2,2,"1",0,0,0,0,2,2,0,0,0,0,2,1,0,0,1
310,205,69,"M",4,"R3","Wednesday","no",8,3,"2",0,0,0,3,5,0,0,0,0,0,0,1,0,0,8
344,225,13,"M",4,"R3","Wednesday","yes",18,4,"3",0,16,10,2,0,13,0,8,3,2,0,3,3,0,13
346,225,53,"F",4,"R3","Wednesday","no",6,3,"2",0,2,0,4,0,6,0,2,0,4,0,3,0,0,3
403,265,16,"M",4,"R3","Wednesday","yes",16,4,"3",0,12,1,3,0,8,0,5,1,2,0,2,7,0,7
404,265,48,"F",3,"R3","Wednesday","yes",10,3,"2",0,1,1,6,2,2,0,1,0,1,0,1,0,0,10
405,265,50,"M",4,"R3","Wednesday","yes",79,3,"2",0,20,67,77,42,73,0,5,8,42,18,2,0,58,19
510,336,28,"M",2,"R3","Wednesday","yes",6,2,"1",0,0,0,5,1,2,0,0,0,1,1,2,0,4,0
512,336,65,"M",4,"R3","Wednesday","yes",3,2,"1",0,0,1,2,0,2,0,0,1,1,0,2,0,0,1
822,577,64,"M",4,"R3","Wednesday","no",6,3,"2",0,0,1,3,2,1,0,0,0,0,1,0,0,0,6
116,100,8,"M",3,"R3","Thursday","yes",10,3,"2",1,7,1,1,0,10,1,7,1,1,0,4,6,0,0
117,100,37,"F",4,"R3","Thursday","yes",9,3,"2",1,2,4,1,1,5,1,2,0,1,1,4,0,4,1
118,100,46,"M",4,"R3","Thursday","no",7,4,"3",1,2,2,1,1,2,1,1,0,0,0,4,0,0,4
130,106,41,"F",4,"R3","Thursday","no",15,6,"5",0,2,0,13,0,6,0,2,0,4,0,4,0,10,1
146,112,77,"F",4,"R3","Thursday","yes",10,3,"2",0,0,0,4,6,5,0,0,0,4,1,2,0,0,8
237,165,38,"F",4,"R3","Thursday","yes",8,3,"2",0,0,7,6,1,1,0,0,0,0,1,1,0,6,1
238,165,69,"F",4,"R3","Thursday","yes",22,4,"3",0,0,1,21,0,1,0,0,1,0,0,1,0,0,21
259,181,30,"M",3,"R3","Thursday","yes",12,3,"2",0,0,11,1,0,1,0,0,1,0,0,1,0,10,1
261,181,60,"F",4,"R3","Thursday","no",8,2,"1",0,0,2,5,1,1,0,0,0,1,0,2,0,0,6
262,181,61,"M",3,"R3","Thursday","yes",5,2,"1",0,0,1,2,2,0,0,0,0,0,0,2,0,0,3
287,194,18,"M",4,"R3","Thursday","yes",18,3,"2",0,17,0,1,0,13,0,13,0,0,0,1,5,0,13
288,194,26,"M",3,"R3","Thursday","no",1,1,"0",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
289,194,54,"F",4,"R3","Thursday","no",4,3,"2",0,1,3,0,0,0,0,0,0,0,0,1,0,0,3
302,201,66,"F",4,"R3","Thursday","no",8,3,"2",0,0,4,8,0,2,0,0,0,2,0,0,0,4,4
353,231,65,"F",4,"R3","Thursday","yes",2,2,"1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
358,234,53,"F",4,"R3","Thursday","yes",9,6,"5",0,0,4,5,0,9,0,0,4,5,0,2,0,0,8
391,256,71,"F",4,"R3","Thursday","no",20,1,"0",0,0,0,20,20,0,0,0,0,0,0,0,20,0,0
700,478,49,"F",4,"R3","Thursday","yes",17,4,"3",0,1,15,16,0,5,0,0,4,1,0,9,0,3,12
701,478,50,"M",4,"R3","Thursday","yes",53,4,"3",0,1,45,51,0,5,0,0,3,2,0,3,5,39,6
109,97,50,"M",4,"R3","Friday","no",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
127,105,59,"F",4,"R3","Friday","yes",6,3,"2",0,0,3,1,2,4,0,0,2,1,1,0,0,0,6
132,107,60,"F",3,"R3","Friday","yes",61,2,"1",0,0,16,60,41,21,0,0,2,10,9,1,0,60,0
195,141,28,"F",4,"R3","Friday","no",5,3,"2",0,0,4,1,0,2,0,0,1,1,0,1,0,1,3
197,141,58,"F",4,"R3","Friday","yes",9,4,"3",0,0,1,8,0,1,0,0,1,0,0,1,0,2,6
230,160,47,"F",4,"R3","Friday","yes",6,4,"3",0,0,0,6,0,5,0,0,0,5,0,2,0,0,4
246,171,62,"F",4,"R3","Friday","no",3,3,"2",0,0,2,0,1,1,0,0,0,0,1,0,0,0,3
282,192,41,"M",4,"R3","Friday","no",11,6,"5",0,1,5,5,0,3,0,1,0,2,0,5,0,2,4
291,195,70,"F",3,"R3","Friday","no",3,2,"1",0,1,0,1,1,1,0,1,0,0,0,3,0,0,0
292,195,74,"M",4,"R3","Friday","no",3,3,"2",0,1,0,1,1,0,0,0,0,0,0,3,1,0,0
333,217,23,"M",4,"R3","Friday","no",5,2,"1",0,0,2,3,0,4,0,0,2,2,0,2,0,0,3
369,241,42,"F",4,"R3","Friday","no",4,4,"3",0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
407,266,52,"F",2,"R3","Friday","no",21,9,"6+",0,0,11,6,4,3,0,0,0,1,2,3,0,8,10
457,300,19,"M",3,"R3","Friday","yes",11,2,"1",0,10,0,1,0,11,0,10,0,1,0,1,10,0,0
458,300,21,"F",2,"R3","Friday","yes",8,4,"3",0,2,4,2,0,6,0,2,3,1,0,3,1,3,1
459,300,47,"F",4,"R3","Friday","yes",5,3,"2",0,1,3,1,0,1,0,1,0,0,0,1,0,3,1
460,300,52,"M",4,"R3","Friday","yes",3,2,"1",0,0,0,1,2,0,0,0,0,0,0,1,0,2,0
528,348,32,"F",4,"R3","Friday","yes",12,3,"2",0,7,9,10,0,3,0,0,1,2,0,1,8,0,3
533,352,82,"F",4,"R3","Friday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,365,71,"M",4,"R3","Friday","yes",5,1,"0",0,0,0,4,1,1,0,0,0,1,0,0,0,5,0
561,371,75,"F",4,"R3","Friday","no",3,5,"4",0,0,0,1,2,1,0,0,0,1,0,0,0,0,3
1317,384,27,"F",2,"R3","Friday","yes",4,1,"0",0,1,1,2,0,3,0,1,1,1,0,4,0,0,0
578,384,64,"M",4,"R3","Friday","yes",13,2,"1",0,1,9,9,6,1,0,1,0,0,0,5,0,8,0
104,95,56,"F",4,"R3","Saturday","no",7,2,"1",0,0,7,6,0,0,0,0,0,0,0,0,0,6,1
105,96,27,"M",3,"R3","Saturday","yes",21,4,"3",0,1,19,15,0,7,0,0,5,2,0,2,0,14,5
107,96,56,"F",4,"R3","Saturday","yes",16,3,"2",0,1,10,15,0,1,0,1,0,0,0,2,0,0,14
178,132,24,"F",4,"R3","Saturday","no",6,2,"1",0,0,5,3,0,0,0,0,0,0,0,3,0,3,0
179,132,54,"F",4,"R3","Saturday","yes",8,3,"2",0,3,3,5,0,0,0,0,0,0,0,4,0,0,4
213,149,70,"F",4,"R3","Saturday","no",10,3,"2",0,2,3,5,0,2,0,2,0,0,0,1,0,0,9
1067,197,32,"M",3,"R3","Saturday","yes",3,2,"1",0,0,0,3,0,0,0,0,0,0,0,2,0,0,1
295,197,57,"F",4,"R3","Saturday","no",10,3,"2",0,0,3,7,0,1,0,0,0,1,0,4,0,0,6
1275,202,54,"F",2,"R3","Saturday","yes",7,3,"2",0,0,6,4,0,3,0,0,3,0,0,2,0,0,5
319,211,54,"F",4,"R3","Saturday","yes",3,2,"1",0,1,0,2,0,0,0,0,0,0,0,2,0,0,1
320,211,55,"M",4,"R3","Saturday","yes",2,1,"0",0,0,1,1,0,1,0,0,0,1,0,2,0,0,0
321,212,65,"M",4,"R3","Saturday","yes",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
809,565,43,"F",4,"R3","Saturday","yes",7,5,"4",1,2,2,1,1,4,1,2,0,0,1,6,0,0,7
352,230,57,"F",4,"R3","Saturday","yes",10,5,"4",0,0,3,5,2,6,0,0,3,1,2,2,0,0,9
401,263,64,"F",4,"R3","Saturday","no",27,3,"2",0,0,0,0,27,2,0,0,0,0,2,1,0,0,26
1318,263,77,"M",2,"R3","Saturday","yes",8,4,"3",0,0,1,1,6,6,0,0,1,1,4,1,0,0,7
426,279,25,"F",4,"R3","Saturday","yes",3,2,"1",0,0,2,1,0,1,0,0,1,0,0,1,0,0,2
1319,294,24,"F",1,"R3","Saturday","yes",9,3,"2",0,0,8,8,0,1,0,0,1,0,0,1,0,7,1
479,315,35,"F",3,"R3","Saturday","yes",4,3,"2",0,0,2,2,0,3,0,0,1,2,0,2,0,0,2
1320,315,59,"F",2,"R3","Saturday","yes",5,3,"2",0,0,4,1,0,0,0,0,0,0,0,3,0,0,4
482,318,23,"F",3,"R3","Saturday","yes",9,4,"3",0,0,9,0,0,1,0,0,1,0,0,0,0,0,9
483,318,46,"F",4,"R3","Saturday","yes",17,2,"1",0,4,4,7,2,4,0,0,0,2,2,17,0,0,0
484,319,72,"M",4,"R3","Saturday","yes",4,4,"3",0,0,0,2,2,0,0,0,0,0,0,1,0,0,3
488,321,75,"F",4,"R3","Saturday","no",6,3,"2",0,0,2,1,3,4,0,0,0,1,3,2,0,0,4
524,345,56,"M",4,"R3","Saturday","no",2,1,"0",0,0,1,1,0,1,0,0,0,1,0,2,0,0,0
525,345,58,"F",4,"R3","Saturday","no",9,2,"1",0,0,1,8,0,4,0,0,0,4,0,2,0,0,7
1321,354,40,"M",2,"R3","Saturday","no",3,2,"1",1,0,0,2,0,1,1,0,0,0,0,3,0,0,0
537,354,63,"F",4,"R3","Saturday","yes",3,2,"1",1,0,1,1,0,1,1,0,0,0,0,3,0,0,0
540,356,15,"F",4,"R3","Saturday","yes",1,2,"1",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
615,417,67,"F",4,"R3","Saturday","no",8,3,"2",0,0,4,2,2,1,0,0,1,0,0,2,0,0,6
632,429,56,"F",3,"R3","Saturday","yes",42,3,"2",0,0,5,7,30,31,0,0,1,0,30,2,0,40,1
644,440,50,"F",3,"R3","Saturday","no",18,12,"6+",0,1,7,8,2,10,0,1,3,4,2,5,0,0,15
661,451,22,"F",3,"R3","Saturday","no",7,4,"3",0,0,1,6,0,2,0,0,1,1,0,1,0,0,6
1322,451,61,"F",1,"R3","Saturday","no",4,1,"0",0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
1323,458,51,"F",1,"R3","Saturday","no",23,4,"3",0,0,2,19,2,0,0,0,0,0,0,5,0,0,18
689,469,66,"F",4,"R3","Saturday","yes",12,6,"5",0,2,7,3,0,6,0,2,3,1,0,4,0,0,8
695,475,47,"F",4,"R3","Saturday","no",13,6,"5",0,3,4,5,1,11,0,3,4,4,0,3,0,0,10
1283,488,12,"M",3,"R3","Saturday","no",5,3,"2",0,1,0,4,0,4,0,1,0,3,0,3,0,0,2
1284,488,17,"M",3,"R3","Saturday","yes",18,3,"2",0,15,0,3,0,8,0,5,0,3,0,3,14,0,1
712,488,51,"F",4,"R3","Saturday","no",5,2,"1",0,1,2,2,0,2,0,1,0,1,0,5,0,0,0
82,82,52,"F",4,"R3","Sunday","yes",2,1,"0",0,0,0,0,2,2,0,0,0,0,2,2,0,0,0
110,98,72,"M",4,"R3","Sunday","yes",6,3,"2",0,0,3,0,3,1,0,0,0,0,1,2,0,0,5
111,98,73,"F",4,"R3","Sunday","yes",10,5,"4",0,0,5,2,3,2,0,0,1,0,1,4,0,0,9
159,119,57,"F",4,"R3","Sunday","no",32,6,"5",0,0,29,32,0,8,0,0,5,3,0,0,0,0,32
181,133,43,"F",4,"R3","Sunday","yes",17,3,"2",0,11,1,4,1,11,0,11,0,0,0,12,0,0,5
221,154,64,"M",4,"R3","Sunday","yes",3,3,"2",0,0,0,3,0,1,0,0,0,1,0,1,0,0,3
1324,168,33,"F",2,"R3","Sunday","no",12,3,"2",0,0,9,0,3,7,0,0,5,0,2,8,0,0,4
242,168,65,"F",3,"R3","Sunday","yes",7,2,"1",0,0,4,2,1,0,0,0,0,0,0,4,0,0,3
243,169,23,"M",4,"R3","Sunday","yes",4,2,"1",0,0,2,2,0,0,0,0,0,0,0,4,0,0,2
856,169,58,"M",2,"R3","Sunday","no",4,4,"3",0,0,3,1,0,0,0,0,0,0,0,2,0,0,4
244,169,60,"F",4,"R3","Sunday","no",5,3,"2",0,0,3,2,0,0,0,0,0,0,0,2,0,0,5
806,562,63,"M",4,"R3","Sunday","no",9,2,"1",0,0,0,9,4,0,0,0,0,0,0,0,0,0,9
311,206,21,"F",4,"R3","Sunday","no",4,3,"2",0,0,3,1,0,2,0,0,1,1,0,2,0,0,2
1325,207,45,"F",2,"R3","Sunday","yes",15,4,"3",0,5,4,5,1,7,0,1,1,4,1,10,0,0,6
314,207,54,"M",3,"R3","Sunday","yes",6,2,"1",0,1,0,5,0,1,0,0,0,1,0,2,0,0,4
363,237,52,"F",3,"R3","Sunday","yes",7,3,"2",0,0,1,4,2,0,0,0,0,0,0,2,0,0,5
375,245,54,"F",4,"R3","Sunday","yes",19,5,"4",0,7,9,3,0,19,0,7,9,3,0,2,0,12,9
412,269,45,"M",4,"R3","Sunday","no",41,6,"5",5,24,25,23,6,11,1,2,3,5,2,3,0,0,41
454,297,77,"M",4,"R3","Sunday","yes",5,2,"1",0,0,1,2,2,1,0,0,0,0,1,2,0,0,3
466,306,48,"F",4,"R3","Sunday","no",17,5,"4",0,14,10,14,1,17,0,6,3,7,1,17,0,0,16
500,329,40,"F",3,"R3","Sunday","no",16,8,"6+",0,2,11,13,0,12,0,2,7,3,0,3,0,0,16
516,339,66,"F",4,"R3","Sunday","yes",3,2,"1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
820,575,54,"F",4,"R3","Sunday","yes",12,9,"6+",0,0,5,6,1,2,0,0,1,0,1,2,0,0,10
1326,575,57,"M",2,"R3","Sunday","yes",19,2,"1",0,15,16,18,15,1,0,0,0,1,0,2,0,17,0
526,346,59,"F",4,"R3","Sunday","yes",4,3,"2",0,0,0,2,2,0,0,0,0,0,0,1,0,0,3
1075,406,13,"M",2,"R3","Sunday","yes",4,3,"2",0,3,0,1,0,2,0,2,0,0,0,2,0,0,3
602,406,45,"M",4,"R3","Sunday","yes",9,2,"1",0,2,0,7,0,2,0,2,0,0,0,2,0,7,0
613,415,52,"M",3,"R3","Sunday","yes",7,4,"3",0,0,3,2,2,1,0,0,0,1,0,2,0,0,5
636,433,66,"F",4,"R3","Sunday","yes",3,3,"2",0,0,0,1,2,0,0,0,0,0,0,1,0,0,2
1068,433,72,"M",3,"R3","Sunday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1327,442,NA,"M",2,"R3","Sunday","no",1,1,"0",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
646,442,47,"F",4,"R3","Sunday","no",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
668,455,49,"F",3,"R3","Sunday","yes",28,4,"3",0,2,23,21,2,4,0,2,1,1,0,5,0,20,3
1069,465,14,"F",2,"R3","Sunday","yes",14,4,"3",5,5,8,1,0,4,0,1,2,1,0,7,6,0,1
683,465,36,"F",4,"R3","Sunday","yes",3,3,"2",0,2,0,1,0,0,0,0,0,0,0,3,0,0,2
684,465,41,"M",3,"R3","Sunday","yes",29,5,"4",1,1,25,22,20,9,1,1,3,1,3,7,0,20,2
711,487,52,"M",4,"R3","Sunday","no",7,1,"0",0,0,4,3,0,0,0,0,0,0,0,0,0,0,7
90,88,55,"F",3,"R3","Monday","yes",5,2,"1",0,0,2,3,0,2,0,0,1,1,0,3,0,0,2
91,88,59,"M",4,"R3","Monday","yes",105,2,"1",100,100,103,102,100,1,0,0,0,1,0,4,0,101,0
169,125,53,"F",4,"R3","Monday","yes",4,3,"2",0,0,0,4,0,1,0,0,0,1,0,1,0,0,4
1082,125,61,"F",3,"R3","Monday","yes",10,4,"3",0,0,6,9,0,0,0,0,0,0,0,1,0,0,10
790,554,9,"M",4,"R3","Monday","yes",8,3,"2",0,4,0,3,1,5,0,3,0,2,0,3,5,0,1
791,554,51,"F",4,"R3","Monday","yes",14,8,"6+",0,1,2,10,1,1,0,1,0,0,0,4,0,0,10
258,180,39,"M",4,"R3","Monday","yes",11,4,"3",1,0,1,7,2,5,1,0,1,3,0,2,0,6,4
1328,210,17,"F",1,"R3","Monday","yes",23,4,"3",0,21,1,1,0,7,0,6,0,1,0,2,20,0,1
377,247,15,"M",2,"R3","Monday","yes",8,3,"2",0,6,0,2,0,2,0,2,0,0,0,3,5,0,1
378,247,51,"F",3,"R3","Monday","yes",8,3,"2",0,2,2,4,0,3,0,2,0,1,0,3,0,5,0
379,247,63,"M",3,"R3","Monday","yes",3,1,"0",0,0,2,0,1,0,0,0,0,0,0,0,0,3,0
1329,270,27,"M",1,"R3","Monday","yes",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
413,270,55,"M",4,"R3","Monday","yes",1,1,"0",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
486,320,51,"F",4,"R3","Monday","yes",33,3,"2",0,31,1,1,0,9,0,9,0,0,0,2,0,0,31
487,320,59,"M",3,"R3","Monday","yes",42,5,"4",0,1,4,34,33,21,0,1,2,17,1,2,0,36,5
1077,333,14,"M",3,"R3","Monday","yes",41,2,"1",0,37,0,4,0,28,0,26,0,2,0,24,22,0,0
870,333,18,"M",3,"R3","Monday","yes",89,5,"4",0,84,3,2,0,54,0,52,0,2,0,3,64,0,23
1078,333,46,"F",2,"R3","Monday","yes",21,5,"4",0,2,16,7,0,3,0,2,0,1,0,3,0,18,0
506,333,54,"M",4,"R3","Monday","yes",8,4,"3",0,2,2,4,0,2,0,2,0,0,0,3,0,0,5
827,582,57,"F",2,"R3","Monday","yes",4,2,"1",0,0,0,3,1,1,0,0,0,0,1,1,0,0,3
828,582,78,"M",3,"R3","Monday","yes",2,2,"1",0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
628,425,19,"M",4,"R3","Monday","yes",10,4,"3",0,9,1,0,0,0,0,0,0,0,0,1,6,0,5
629,426,66,"F",4,"R3","Monday","yes",8,4,"3",1,0,5,1,1,3,1,0,1,0,1,3,0,0,5
631,428,66,"F",3,"R3","Monday","no",5,2,"1",0,0,3,2,0,3,0,0,2,1,0,3,0,0,2
638,435,67,"F",4,"R3","Monday","yes",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
645,441,67,"F",4,"R3","Monday","yes",107,6,"5",0,0,103,100,104,3,0,0,1,0,2,0,0,100,7
673,459,50,"F",4,"R3","Monday","no",8,4,"3",0,1,0,7,0,7,0,1,0,6,0,2,5,0,1
1087,111,19,"F",2,"R3","Tuesday","yes",11,4,"3",0,0,5,4,2,6,0,0,3,1,2,2,0,0,9
143,111,26,"M",4,"R3","Tuesday","no",4,2,"1",0,1,2,1,0,0,0,0,0,0,0,3,0,0,1
144,111,51,"F",4,"R3","Tuesday","yes",327,4,"3",0,300,322,325,300,4,0,0,3,1,0,2,0,304,21
866,121,22,"M",4,"R3","Tuesday","yes",12,4,"3",0,8,9,3,0,0,0,0,0,0,0,1,0,10,1
867,121,64,"F",4,"R3","Tuesday","yes",4,2,"1",0,0,2,2,0,0,0,0,0,0,0,2,0,0,2
269,185,29,"M",2,"R3","Tuesday","yes",18,4,"3",0,0,12,9,1,4,0,0,2,2,0,3,0,12,3
270,185,32,"F",3,"R3","Tuesday","yes",22,4,"3",0,0,18,17,0,0,0,0,0,0,0,2,5,13,2
1084,185,63,"F",2,"R3","Tuesday","yes",8,3,"2",0,0,3,4,1,1,0,0,0,0,1,3,0,0,5
322,213,13,"M",2,"R3","Tuesday","yes",4,2,"1",0,4,0,0,0,2,0,2,0,0,0,1,3,0,0
323,213,49,"F",4,"R3","Tuesday","no",17,7,"6+",0,2,11,4,0,6,0,1,3,2,0,3,0,0,14
387,253,65,"F",4,"R3","Tuesday","yes",4,5,"4",0,0,0,2,2,0,0,0,0,0,0,1,0,0,4
1086,310,20,"M",3,"R3","Tuesday","yes",11,4,"3",0,5,3,3,0,8,0,3,3,2,0,3,4,0,4
471,310,60,"F",4,"R3","Tuesday","yes",15,4,"3",0,0,5,9,3,4,0,0,2,2,0,3,0,7,5
474,311,62,"M",3,"R3","Tuesday","yes",7,4,"3",0,0,0,7,0,1,0,0,0,1,0,1,0,0,6
498,328,52,"F",3,"R3","Tuesday","no",4,1,"0",0,1,1,2,0,4,0,1,1,2,0,4,0,0,0
503,331,65,"F",3,"R3","Tuesday","no",6,7,"6+",2,0,2,1,1,2,2,0,0,0,0,1,0,0,6
1083,331,73,"M",3,"R3","Tuesday","yes",6,8,"6+",2,0,2,1,1,2,1,0,1,0,0,2,0,0,6
531,350,52,"M",4,"R3","Tuesday","yes",5,4,"3",0,0,5,0,0,3,0,0,3,0,0,1,0,2,2
1330,373,38,"F",1,"R3","Tuesday","yes",6,2,"1",1,0,3,2,0,2,1,0,0,1,0,2,0,4,0
576,382,60,"F",4,"R3","Tuesday","yes",9,3,"2",0,0,5,1,3,0,0,0,0,0,0,1,0,0,8
1331,587,24,"M",2,"R3","Tuesday","yes",4,1,"0",0,0,3,1,0,4,0,0,3,1,0,0,0,4,0
833,587,59,"F",3,"R3","Tuesday","yes",2,1,"0",0,0,0,1,1,0,0,0,0,0,0,1,0,0,2
693,473,36,"F",4,"R3","Tuesday","yes",28,8,"6+",0,8,7,11,2,22,0,8,6,6,2,5,2,0,25
703,480,49,"F",3,"R3","Tuesday","yes",11,5,"4",0,0,9,8,1,1,0,0,0,0,1,1,0,7,3
162,122,53,"F",4,"R3","Wednesday","yes",13,3,"2",0,0,10,6,0,3,0,0,1,2,0,2,0,8,3
217,151,57,"F",4,"R3","Wednesday","yes",48,2,"1",0,41,1,5,1,45,0,41,0,3,1,4,3,42,0
224,156,37,"F",4,"R3","Wednesday","yes",4,2,"1",0,0,2,2,0,0,0,0,0,0,0,1,0,3,0
231,161,64,"F",4,"R3","Wednesday","yes",12,5,"4",1,0,3,7,1,3,1,0,2,0,0,4,0,0,8
1332,178,NA,"F",1,"R3","Wednesday","yes",23,2,"1",20,0,0,2,1,23,20,0,0,2,1,3,20,0,1
255,178,66,"F",4,"R3","Wednesday","yes",7,3,"2",1,1,1,3,1,1,1,0,0,0,0,7,0,0,0
1092,178,75,"M",2,"R3","Wednesday","yes",6,3,"2",1,1,0,3,1,1,1,0,0,0,0,5,0,0,1
268,184,76,"F",4,"R3","Wednesday","yes",9,2,"1",1,0,2,1,5,6,1,0,0,0,5,4,5,0,0
1333,227,10,"M",1,"R3","Wednesday","yes",17,2,"1",0,15,1,1,0,0,0,0,0,0,0,2,15,0,0
349,227,45,"F",3,"R3","Wednesday","yes",4,4,"3",0,1,1,2,0,2,0,1,1,0,0,2,0,0,2
364,238,49,"F",4,"R3","Wednesday","yes",8,4,"3",0,1,2,5,0,0,0,0,0,0,0,2,0,0,6
416,272,69,"F",4,"R3","Wednesday","no",3,2,"1",0,0,3,0,0,1,0,0,1,0,0,1,0,0,2
417,273,57,"F",4,"R3","Wednesday","yes",2,2,"1",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
418,273,63,"M",4,"R3","Wednesday","yes",12,8,"6+",0,0,4,7,1,0,0,0,0,0,0,2,0,0,10
420,275,45,"M",3,"R3","Wednesday","yes",3,2,"1",0,0,3,0,0,1,0,0,1,0,0,1,0,2,0
527,347,65,"M",4,"R3","Wednesday","yes",3,3,"2",1,0,0,0,2,1,1,0,0,0,0,2,0,0,1
1089,392,64,"F",3,"R3","Wednesday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
586,392,69,"M",4,"R3","Wednesday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,401,56,"F",4,"R3","Wednesday","yes",14,3,"2",0,7,2,5,0,11,0,7,0,4,0,2,0,9,3
821,576,34,"M",4,"R3","Wednesday","yes",9,6,"5",0,2,4,3,0,6,0,2,2,2,0,3,0,2,5
685,466,35,"F",4,"R3","Wednesday","yes",5,4,"3",0,0,1,3,1,0,0,0,0,0,0,1,0,2,2
1334,466,60,"F",1,"R3","Wednesday","yes",13,6,"5",3,2,8,4,1,5,2,1,1,1,0,4,0,0,9
1097,84,33,"F",3,"R3","Thursday","yes",8,3,"2",0,0,6,2,0,1,0,0,1,0,0,1,0,3,4
84,84,37,"F",3,"R3","Thursday","yes",5,1,"0",0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
864,84,65,"F",4,"R3","Thursday","yes",16,2,"1",0,0,0,10,16,0,0,0,0,0,0,0,0,0,16
865,91,61,"M",4,"R3","Thursday","yes",25,3,"2",0,0,21,24,0,3,0,0,0,3,0,2,0,20,3
172,127,57,"F",4,"R3","Thursday","yes",12,4,"3",0,0,6,6,0,0,0,0,0,0,0,4,0,0,8
173,128,68,"F",4,"R3","Thursday","yes",6,3,"2",0,0,1,4,1,1,0,0,0,0,1,3,0,0,3
177,131,58,"M",4,"R3","Thursday","yes",12,3,"2",1,0,2,9,0,6,1,0,2,3,0,4,0,0,8
1267,552,21,"F",3,"R3","Thursday","yes",3,2,"1",0,0,2,1,0,2,0,0,1,1,0,0,2,0,1
786,552,24,"F",2,"R3","Thursday","no",2,2,"1",0,0,1,1,0,2,0,0,1,1,0,2,0,0,0
787,552,46,"F",3,"R3","Thursday","yes",9,3,"2",0,0,2,7,0,4,0,0,2,2,0,3,0,4,2
